2000	5	[1350, 1349, 1352, 5312, 5308]
2000	10	[1350, 1349, 1352, 5312, 5308, 5310, 5307, 5132, 5131, 5134]
2000	20	[1350, 1349, 1352, 5312, 5308, 5310, 5307, 5132, 5131, 5134, 1279, 1280]
2000	100	[1350, 1349, 1352, 5312, 5308, 5310, 5307, 5132, 5131, 5134, 1279, 1280]
2001	5	[2510, 2514, 6692, 2511, 2508]
2001	10	[2510, 2514, 6692, 2511, 2508, 6689, 6968, 2507, 6966, 6965]
2001	20	[2510, 2514, 6692, 2511, 2508, 6689, 6968, 2507, 6966, 6965, 6702, 7562, 6701, 2512, 2522, 9692, 11054, 10460, 10464, 10457]
2001	100	[2510, 2514, 6692, 2511, 2508, 6689, 6968, 2507, 6966, 6965, 6702, 7562, 6701, 2512, 2522, 9692, 11054, 10460, 10464, 10457, 10458, 10462, 10466, 5340, 5339, 5342, 7276, 7274, 11100, 11102, 11099, 9321, 9322, 10697, 10698, 5962, 5961]
2002	5	[9770, 9774, 9776, 9769, 9772]
2002	10	[9770, 9774, 9776, 9769, 9772, 1450, 1452, 1449, 10132, 12152]
2002	20	[9770, 9774, 9776, 9769, 9772, 1450, 1452, 1449, 10132, 12152, 12149, 12154, 12150, 6715, 6716, 7847, 7848, 10795, 10796]
2002	100	[9770, 9774, 9776, 9769, 9772, 1450, 1452, 1449, 10132, 12152, 12149, 12154, 12150, 6715, 6716, 7847, 7848, 10795, 10796]
2003	5	[1112, 3318, 2359, 2364, 2366]
2003	10	[1112, 3318, 2359, 2364, 2366, 2362, 2372, 2370, 2368, 2360]
2003	20	[1112, 3318, 2359, 2364, 2366, 2362, 2372, 2370, 2368, 2360, 5077, 5088, 5078, 5086, 5084, 5082, 5080, 3315, 3320, 3324]
2003	100	[1112, 3318, 2359, 2364, 2366, 2362, 2372, 2370, 2368, 2360, 5077, 5088, 5078, 5086, 5084, 5082, 5080, 3315, 3320, 3324, 3316, 3322, 218, 220, 1111, 217, 1432, 9678, 9241, 9244, 6009, 6012, 6024, 6026, 6028, 1430, 7680, 9720, 9713, 9714, 9716, 9718, 8201, 8202, 8206, 8204, 1429, 7675, 7678, 7676, 10784, 10781, 5320, 5319, 618, 620, 617, 7795, 6015, 6016, 9584, 9583]
2004	5	[9870, 9876, 9872, 9865, 9880]
2004	10	[9870, 9876, 9872, 9865, 9880, 9878, 9882, 9884, 9874, 9868]
2004	20	[9870, 9876, 9872, 9865, 9880, 9878, 9882, 9884, 9874, 9868, 9866, 10744, 6029, 6034, 1256, 10738, 10733, 10736, 10742, 10740]
